id,score,review
8148,Negative,hiçbir işe yaramıyor renk vermekten başka
125518,Positive,çok çok memnunum bu fiyata 400 ml çok çok iyi
97346,Neutral,3. Kullanım etkisini göstermesi için biraz daha kullanılmalı
22813,Positive,Kalın ve yağlı bir nemlendirici az miktarı bile yeterli oluyor. Kokusuz olması en önemli artısı.  İkinci kez alıyorum çok memnunum
91771,Positive,çok iyi bir nemlendirici
40843,Neutral,yorumlara bakarak aldım inşallah memnun kalırım ürün elime ulaştı ama yanında hediyesi yoktu😔
8525,Negative,Aşırı ince bir yapısı var
43838,Negative,Yüzüme su değmediği halde gün içinde dağıldı rengi de biraz soluk gibi
133704,Negative,Yıkanır yıkanmaz mahvoldu hiç beğenmedim
53205,Negative,Anında siprey kısmı bozuldu kullanamıyorum
17257,Neutral,acik ton daha koyu saniyodm
39145,Negative,Bundada alüminyum varmış aldığıma pişman oldum
92940,Positive,Duştan sonra kuru saça ve  gün içinde sürüyorum yumuşatıyor kokusu da çok güzel
75372,Negative,Iade yapmak istiyorum
65119,Positive,"Fiyatına göre oldukça iş görüyor, memnun kaldım."
132377,Negative,Yorumlara bakarak almıştım ancak benim yüzüme hiç iyi gelmedi ne zaman kullansam yüzüm sivilcelerle dolmaya başladı. Başta emin olamadım ama kullanmayı bıraktıktan sonra sivilcelerim gidince emin oldum. Hassas ciltler ya da akneye meyilli ciltlere önermiyorum.
86859,Positive,severek kullandığım bir ürün
99641,Positive,Çok güzel bir kokusu var
87056,Positive,Uygun fiyatlı kocaman bir ürün 1 sene gider heralde.Ilk kullanımda hoş bir izlenim bıraktı.Gelsin sağlıklı saçlar.
142697,Positive,"Kullanmaya basladim ve gayet iyi hissediyorum, hassas bir cilde sahip olmama ragmen okadar kurutmadi. Akne lekelerim çok var, o sebebten aldim. Marka da iyi bir marka, tesekkürler."
88946,Neutral,Ürünü kullanmadım tavsiye uzerıne aldım ama çok gec kargolandı
38932,Negative,alt üst beden farklı tercih edilmeli çünkü altı tam üstü küçük geldi
12977,Negative,Renk farklı gorseldekiyle alakası yok ameliyat önlüğü gibi koyu bir rengi var kumaş çok kötü uzunluğu fotograftakinden  daha uzun genel olarak begenmedm
49172,Positive,çok iyi nemlendiriyor asla yapış yapış olmuyor.
40367,Positive,benzerini Aliexpreste beğendim ama gümrük ücretinden dolayı alamamıştım. burda görünce hemen aldım. çok memnunum.
129063,Negative,Hızlı kargo ama ürün saçımın rengini gram açmadı bir daha alınmayacak parama yazık gerçekten
112880,Positive,Ya bir krem düşünün ki 2 günde bile etkisini gösterdi selülitlerinde resmen azalma oldu.
46236,Positive,"surdugunuz anda yumuşatıyor tırnak etrafını,boyutuda gayet iyi,başarılı"
64775,Negative,harika bir ürün
79901,Negative,Pijama üstü görselde cepli gözüküyor cepsiz model geldi pek beğenmedim
62874,Negative,Kumasi durusu dikisi çok kötüydu!!
42572,Negative,Saç dökülmem üçüncü yıkamadan sonra eski haline döndü. Şampuan yağlı saçımı eskisinden daha çok yağlandırmaktan baika hiçbir şey yapmadı. Kesinlikle almayın derim.
88724,Negative,3 ay sonra eror verdi  bende çıkardım içindekini plastiğini manuel olarak  kullanıyorum napayim
75800,Negative,Saçlarımı hem türüncu yaptı hemde sertleştirdi
103388,Negative,Evet tamam kokusu yok ama temizliğini ne bileyim bilemedim. Lavabonun içini temizlerdim hep. Alınca hemen denedim. Ama umduğum gibi olmadı.
93950,Neutral,Fiyatın düşmesini beklemenizi tavsiye ederim
61237,Negative,Ürün çok büyük
92544,Neutral,Fena değildi fiyatına göre
104070,Neutral,Sarı alttan sevenler kullananlar için ideal
68941,Neutral,Tırnaklarım şahane oldu ya
72005,Neutral,Çok beğenmedim daha yumuşak beklerdim
21401,Neutral,Ben gratiste büyük görmüştüm onun için aldım ama küçük geldi yine de güzel paketlemmişti hiç bir sorun olmadı kokusu falan saf temiz bir koku rahatlıkla alabilirsiniz
148545,Negative,Hiç beğenmedim bir işe yaramaz
81433,Negative,rengi resimde göründüğü gibi değil aşırı açık. koyusuyla karıştırıp kullanıyorum yoksa ölü gibi görünüyorum
88857,Neutral,Ürünü 5 kez kullandım. Bence bir noktada tehlikeli olabilecek bir ürün. Özellikle hava alan bir odada uygulayın ürün 10 dk sonra hemen üstünüzü giyin aksi takdirde solursanız burnunuzu tıkayıp boğazda yanma etkisi yapıyor. Yanlışlıkla elimin üstüne değdi bir kere böyle bir acı yok elinizi sıcak bir çaydanlığa değdirmiş gibi yakıyor o yüzden dikkatli olun. 5 gün sonunda herhangi bir değişiklik görmedim. Acısı işe güneş yanığı acısı. Etkisi de 2 güne kadar sürüyor özellikle dar bir şey giydiğinizde sıcaklık boğucu olabiliyor.
18721,Positive,"Çok güzel bakım yapıyor, tırnaklarımın beyaz kısımları çok iyi görünüyor.Düzenli kullanmıyorum ama kalyon tırnak sertleştiricisi ile beraber çok iyi oluyor."
18831,Negative,bu kadar uygun olmasında bir şey olabilceğini düşünmüştüm sulandırmak ne demek ya inanamıyorum
20031,Neutral,hafifif yapısı güzel teşekkürler
47718,Neutral,Renk çok kalıcı değil
19757,Neutral,başarılı fakat çok toz
35509,Positive,İlk kullandığınızda bile yüzde renk eşitliğini sağladığını fark ediyorsunuz
88865,Positive,Kullanışlı bir ürün.
85943,Neutral,boyutu çok küçük ve yoğun kapatıcılığı yok
138512,Neutral,Bıraktığı doku fena değil
118680,Neutral,beğendim arkadasima aldim
18243,Negative,Kalitesiz bence ben geri iade ettim
89964,Positive,İndirimde aldım sipariş ettim ve ertesi gün elimdeydi teşekkürler trendyol express 🤗 ürün bence gayet güzel çok para vermeye gerek yok aynı işlevi görüyor alabilirsiniz rahatlıkla
13836,Negative,"Hızlı uzama etkili istedim, sağlıklı uzama etkili göndermişsiniz."
15120,Neutral,Suya dayanıklı olmayan ürünle arasında çok fark var sevmedim
89475,Positive,Çok beğendim saçlarımda türünculaşmalar vardı ilk gün kü rengini aldı bayıldım 👍 Biraz sertleşme yapıyor onun dışında bir problem olmadı 👍
12918,Positive,Yıllardır kullanıyorum çok memnunum
111916,Negative,göründüğü gibi renk tonu fakat biraz parlak açılınca pembe oluyor o zaman daha iyi ama daha çok açılınca da parlaklasmis gibi
80212,Negative,çok şeffaf iç gösteriyor
126149,Positive,Her yazılana inanmayın mucizevi bir ürün platin rengi belime kadar gelen saçlarım var o boyanın yıpranmasını anında alıyor. Saçınızı ıslatmadan şampuan uygularsanız memnun kalacağınızdan eminin
78901,Positive,kullandığım max performans tek ürün
49383,Neutral,"kargo jet hızıyla geldi.kulandım. ne dedikleri gibi elimde bir karincalama yada sizıntı,nede kokusu wardi. kulandim sadece yarım saatten fazladır karnım buz gibi.ama herhangi bir yanma vs bişey olmadi. etkisi olur mu bilmiyorum,onuda yaşayıp goreceğiz.ama tawsiye etmiyorum,sunu çok iyi anladimki,herseyin bası spor ver diyet,gerisi fiyasko"
9250,Neutral,3 haftadır kullanıyorum pek faydası olmadı biraz açıldı gibi rengi.
56007,Neutral,Göz çevresi kırışıklığı için kullanıyorum bir fark görmedim bilmiyorum
95612,Positive,Mükemmel bir ürün indirimdeyken aldım. Boyutu çok büyük ve dolu dolu geliyor. Kullandıktan sonra yumuşacık bir his bırakıyor.
45431,Positive,Biraz geç gelsede kokusu ve yapısı çok hoş ve paketlemesi mükemmel çok memnum kaldım teşekkürler Loreal paris🥰🤩
95003,Positive,Bu kadar iyi bir ürün beklemiyordum. Denedim ve gerçekten güzel temizliyor. Tavsiyemdir 👍🏻👍🏻
128010,Negative,ilk defa bir ürün için yorum yazıyorum .Saç dokulmeme iyi gelir diye büyük umutlarla aldım ama maalesef dökülmeme iyi gelmemesi hi kenara çok fazla kepeklenme yaptı ki normalde saçım kepekli değildir .Bence almadan önce iyi düşünün piyasada çok daha iyileri var
92236,Neutral,İşe yarıyor
20116,Negative,Sleepy nin içeriği temiz diye duymuştum. Onu merak ederek aldım ancak içerisinde gayet alkolde var asitte var. Mendili de gayet sert. Birdaha alacağımı sanmam.
106570,Neutral,piline göre gücü var
86566,Neutral,Ürün cildi çok güzel nemlendiriyor
106660,Positive,Ürün çok bereketli ve gerçekten cildi çok güzel temizliyor ben yüz yıkama cihazı ile birlikte kullanıyorum cildimi yumuşacık yapıyor
34240,Positive,kesinlikle tavsiye edilir kokusu güzel ve yumuşacık yapıyor
143535,Negative,beğenmedim maalesef
8904,Negative,Çok kötü lütfen ürünlerinizin son kullanma tarihlerine dikkat ediniz ürün 2017 üretilmiş 2020 6. Ayda son kullanma tarihi bitiyor bu şekilde gönderilmemeliydi
65005,Positive,Kargo gerçekten hızlıydı. Ürün fark yaratıyor tavsiye ederim.
45324,Neutral,Şuan için iyi gibi dayanıklı bir ürüne benziyor
114949,Positive,severek kullanıyorum güzel bir ürün
83403,Positive,"Paketme çok güzeldi, biraz yakıyor evet ama dayanilmicak gibi değil"
20330,Neutral,beklediğim kadar iyi değil düzrnli kullamama rağmen şaşırttı
71287,Neutral,Kokusu çok güzel ama aşırı küçük 1 ay anca dayanır
142331,Negative,ürün pek etkili değil duzenli kullaniyorum bir degisiklik yok.
12150,Neutral,ürün çok kaliteli ⭐️
84843,Positive,Ürüne temizleme jelimi döküp öyle kullanıyorum küçük ama güzel
114620,Neutral,kokusunı beğenmedim
9219,Negative,Rengi çok açık geldi 🥺
26127,Positive,"2.kutuyu kullanıyorum. Benim saçlarım çok yavaş uzar ama bu ürün gerçekten işe yarıyor. Sürdükten sonra bir tarakla tüm saçınıza yayıp öyle bekletmenizi öneririm. Ben memnunum, tavsiye ederim"
37547,Negative,L beden aldım aşırı dar bir kalıbı var. S giyen arkadaşıma hediye edeyim dedim ona bile gelmedi. 11 yaşındaki kızına anca geldi. Adax ın ürünlerini çok beğeniyorum ama bu ürünün kalıbı sıkıntılı.
131618,Neutral,Aslında sevdiğim bir marka ama beklediğim kadar yoğun bir krem değildi yani yapısı ince biraz. Benim cildim de kuru olduğu için pek sevemedim ama normal ciltler için iyi olabilir. Mavi rengi daha güzeldi.
126171,Negative,istediğim gibi deil potluk yapıyor
132649,Negative,Kullanmadan önce saçlarım daha yumuşaktı :|
123345,Positive,denemedim henüz ama kullananlar memnun kalmış
12066,Negative,ÇOKKKKÖTÜÜÜ yorumlara bakarak aldım keşke almasaydım çok az bir ışıltı veriyo 2 kat sürmeme rağmen farkedilmiyo bile almanızı assssla tavsiye etmiyorum
92712,Negative,Sivilce yaptı sevmedim hiç
139275,Negative,Berbat... dipleri tutuyor uçlar alakasız. çingene gibi oldum.
134395,Positive,Harika çok iyi kapatıyor
123683,Positive,Boyutu gayet büyük 200ml icin çok çok iyi bir fiyat. Tedarikciye de teşekkürler 2 tane almistim 2si de kopukle paketlenmis sekilde çok güzel geldi
21420,Positive,"çok güzel ve kullanisli, yuzu tamamiyle temizliyor kesinlikle alinmasini öneriyorum"
124773,Neutral,Güzel hoş kokusu var
39864,Negative,çok kötü 2gununde bozuldu sakın almayın
37889,Neutral,boyutu da işlevi de iyi 👍🏻
65749,Positive,Ürünü beğenerek kullanıyorum tek sıkıntım ürün yollanırken iyi sarılmamış bu yüzden akmiş
127199,Negative,tek alt olarak satılıyor bilginiz olsun
11564,Negative,Çok kötü berbat hatta almayın
68650,Neutral,ürün güzel ancak çok fazla kurutuyor. benim cildimde yanma yaptı bu sebeple.
55341,Positive,emici özelliği çok iyi
99001,Positive,güzel bir maskara. surekli kullaniyorum. yanindaki küçük maskara da cantada tasimak icin ideal
9108,Positive,Tırnaklarım pırıl pırıl ve tertemiz görünüyor oldukça başarılı
93551,Negative,Hiç kullanışlı değil ve çıtçıt kısmı eksik geldi tek taradı kapanır çekildeydi.bedenime oturtturamadım tavsiye etmiyorum deneyip almanızı tavsiye ederim👍🏼
84975,Positive,beklenenden büyük geldi 1 haftadır kullanıyorum bir etkisini göstermeye başladı yüzümdeki kızarıklık gitmeye başladı
112734,Positive,Büyük gözeneklere sahip bir cildim var ve ilk kullanımda fark etti gerçekten pürüzlü dokuyu yok ediyor ve pamuk gibi yapıyor cildi çok çok memnum kaldım
114497,Negative,Ürün çok çok basit duruyor. Paket açıldığı için iade de edemiyorsunuz.
11115,Neutral,iyi ama kokusu biraz ağır
28916,Negative,"Gücü aşırı zayıf, sıfır pil takmama rağmen hiç işimi görmedi.."
86607,Negative,Son zamanlarda aldığım en kötü elbise kumaşı çok kalitesiz duruşu çok kötü alıp bir terzi eline verip icinde de sürekli ter dökmeyi göze aliyosaniz sipariş verin
53322,Positive,Nemlendirmesi güzel ve fiyat uygun
28096,Negative,Kötü almayın
129381,Positive,"Saçımın doğal rengi koyu kahve, uçları ombreli. İlk başta 2 defa uyguladım bir fark göremedim. Şimdi 5-6 kere daha uyguladım ve sonuç mükemmel 🤩 Kesinlikle düşünmeden alabilirsiniz saçımda en ufak bir yıpranma olmadı hala yumuşacık. Tek sorun hafif türünculaşma oluyor ki bu da koyu saçtan açtığı için gayet normal. Mor şampuan kullanıp bu sorunu da çözebilirsiniz. Fiyatı artmadan bir tane daha alıp yedekledim bile 👍🏻"
139564,Positive,"Severek kullanıyorum, ama göz çevreme sürmemeye dikkat ediyorum"
26935,Neutral,Ürün gayet başarılı gönül rahatlığıyla alabilirsiniz
149092,Negative,Çok geç geldi. Resimdeki gibi rengi ebatı.
111740,Neutral,bildiginiz görseldekine kanip almayın kahverengi tonlu ben türüncu die almistim yanldm ama hemen silinmemesi güzel.
119819,Positive,"Güzel bir ürün , eczaneye göre çok daha uygun fiyatlı aldıgım için şansliyim:) cildim hassas ıldugu ıcın bıraz hafif yakıyor gıbı ama temızlemesı çok çok iyi"
114327,Neutral,"Ürün güzel paketlenmişti, damıtma damlacık kısmı da oldukça kaliteli. Henüz ürün etkisini göremedim"
29857,Neutral,eh işte fena değil  fiyatina göre
96084,Neutral,Fena değil
148656,Positive,yorumlara güvenerek aldim ilk yıkama da yüzümü yumuşacık yaptı
65440,Negative,Ürün ısidmiyor
98432,Neutral,ürün çok uzun sürsde elime uladti gelmesi meredeyse 15 gün aldı ancak ürün gayet iyi daha önceden de kullandığım için tekrar sipariş verdim ancak çok kuru ciltlere uygun olduğunu düşünmuyorum biraz kuruluk yapıyo yağli ciltler için gayet iyi
144451,Positive,"tavsiye üzerine aldım ilk kullanışımdan itibaren fark etti, cildim ışıldadı resmen. Şiddetle tavsiye ederim!!"
83474,Negative,Dudak dolgunlaştırmıyor ama parlatıcı olarak kullanılabilir
104865,Positive,Muhteşem. Daha ilk kullandığınız gün bile yüzünüzün yumuşaklığını hissediyorsunuz. Asla yağlı kalmıyor hemen cilt emiyor.  Çok hoşuma gitti. Keşke daha çok alsaydım.
97363,Negative,Herkes çok memnunum yazmış ama o kadar da iyi değil arkadaşlar. Ben kullanmaya başlarım sadece gece yatarken kullanmama rağmen 3. gün yüzümde acı verecek şekilde yanmalar oldu bende etki ediyo diye bırakmadım ama bir iki gün sonra baktım artık dayanamıyorum bıraktım çünkü gün içerisinde sürekli nemlendirici kullanıyodum ve o bile acısını hafifletmiyodu. Parama yazık oldu!!
75613,Positive,kokusu çok güzel maske biraz fazla yagli sampuan idare eder yaz icin ideal havuz deniz surekli dus icin kullanilabilinir
68672,Positive,Eğer gözaltlarınızda morluklarınız fazlaysa abartıldığı gibi bir sonuç almanız mümkün değil. Fakat günlük kullanıma oldukça uygun ince yapılı ve çizgilere dolmuyor
142432,Positive,Kullanmaya çok fırsatım olmadı. bir denedim ama yöntemini tam bilmediğimden kan toplandı burnumun kenarına. Çoktandır istediğim bir üründü. Kargo hızlı paketleme iyi
26673,Negative,ürün aşırı küçük indirimden 9.99 a almama rağmen verdiğim paraya üzüldüm kullanacağımı zannetmiyorum
50301,Neutral,Yüzü yakıyor idare eder fena değil
131567,Positive,Ürünü alalı 1 hafta oldu 3 kez kullandım. Açıcıdan diplerime kadar yıpranmış semsert keçe gibi saçlarımı yumuşacık yaptı. İyiki almışım özellikle açıcıdan saçları yanmış kopmuş olanlara çok çok tavsiye ediyorum👍muhteşem bir ürün
68093,Positive,"Bu fiyata bu performans harika. Kullanım önerisi olarak temizleyici cihazın üzerine sıkın, yüzünü su ile ıslattıktan sonra cihazı yüzünüzde en az 2-3 dk gezdirerek kullanın. Sabah kalktığımda yüzümdeki pürüzsüzlük hissi anlatılamaz👍🏻"
79695,Neutral,Saçım siyah bu renk olmadı ama kahve tonu oldu beyazları kapattı ama çabuk aktı.
140403,Neutral,Uygun fiyatlı
27622,Positive,Çok rahatlattığını ayrıca nemlendirici mim etkisini arttırdığını hissediyorum
129196,Neutral,"güzel paketleme, iyi kalite ancak fiyat daha uygun olabilirdi."
44960,Negative,ürün cildime tam olarak oturmadı grilik yapıyor butunlesmiyor tenle beklentimi karsilamadi
28355,Negative,Çok kötü inanamadım çok kötü böyle bir şey olmaz
132837,Neutral,eyeliner çok güzel çekerim.ama bununla çekmek gerçekten çok zor kullanamadim.hiç cekemeyenler için hiç uygun oldugunu düşünmüyorum .Aldıktan bir gün sonra yarım fiyatına düşmesi çok sinir bozucu
44276,Negative,"rengi göründüğünden çok daha açık beyaz tenlilere olabilir ama esmerlere olmuyor bence,kalıcılığı asla  cikmiyor evet kalıcı bayağı"
31386,Positive,Çok uygun fiyat
70493,Neutral,korumasi filan iyi güzel de bu gunes kremlerinin neden light olani bile koyulasiyor yuzde.
69784,Positive,Kokusu gayet güzel. sadece kalıcılığı biraz az
18485,Negative,saçma sapan tebeşir kocaman kendisi küçük bir tahta
78690,Positive,Gayet güzel
108760,Negative,Hem minik hem de pigmentasyonu kötü.
108438,Positive,Süper renk ve dokusu var tavsiye ederim teşekkür ederimm
127783,Neutral,güzel ürün. zamanında teslimat
66786,Positive,Ürün çok iyyi paketleme çok güzel tavsiye ediyorum.
79314,Positive,lise dönemlerimin favori kokusu muhteşem alın aldırın indirimdeyken . çok güzel
100244,Positive,ürün gayet güzel paketlenmiş geldi..Muhakkak eldiven kullanın sürerken cünkü içerisin de biberiye oldugu için hafıf yakıyor artık güzelık için şart napalım:)
103709,Positive,Ürünü alır almaz kullandım ve daha ilk yıkamada saçım muhteşem oldu iyiki almışım diyorum bitene kadar kullancam hatta 2. Ciyi sipariş vermek istiyorum gözünüz kapalı tercih edin derim :)
41506,Neutral,çok merak ettiğim bir üründü istediğimi alamadım hemen macunlaşıyor
101694,Positive,Çok beğenerek kullanıyorum cildim yumuşacık ve çok ferah oluyor ❤️❤️
148800,Negative,Kalitesi çok kötü
96004,Negative,İç gösteriyor ve çok polyesterli bir kumaş
39318,Neutral,Yağlı ciltlere uygun değil. Sivilcelenme yapıyor.
143269,Neutral,Naylon gibi alerji yaptı bende
149451,Negative,"Kol dikişi hatalıydı, kol genişliği gömleğin bedeniyle orantısız, çok beğenerek aldım, dokusu her şeyi çok güzelken kolunun böyle oluşu üzücü, kol kalınlığı sıkıntısı olanlar tercih etmese daha iyi"
107506,Positive,ilk kullanıma göre güzel
2658,Negative,Rengi bir değişik geldi hiç beğenmedim
59046,Negative,Bu fiyata değmez
10276,Negative,İçindeki partiküller oldukça küçük. Cildimdeki ölü deriyi arındırmadan cildimi kuruttu. Memnun kalmadım
60032,Positive,Kesinlikle alınıp kullanılması gereken bir ürün.Uyguladıktan sonra egzersizle beraber harika sonuçlar..
77288,Neutral,kolay taranmasına yardımcı oluyor kokusu güzel
132755,Positive,Ürünü daha önceden de kullanıyordum. Yağlı cildim için çok iyi geldi. Piyasadaki fiyatlarına göre çok uygun. Ve çok uzun süre yaklaşık 1 sene kadar gidiyor. Mutlaka alın..
55917,Neutral,Ben üründen memnunum fakat  başlığını değiştiremiyorum
124367,Positive,"Muhteşem bir renk, çok doğal. Sürümü çok rahat ve dudağı kurutmuyor."
24990,Negative,Kokusu güzel ama kalıcı değil.
9386,Positive,bence çok güzel bir ürün masaj yapıyor yüzüne Kan dolaşımını hızlandırıyor
141872,Neutral,İndirimli şekilde alın👌🏻
55485,Negative,Kumaşını hiç beğenmedim iade ettim
51808,Neutral,Kapatıcılığı iyi seviyede fakat yapısı benim için fazla ağır o yüzden çok çok nadir kullanıyorum
85906,Negative,"Yorumlar ve değerlendirmelere güvenip aldım. Aynı zamanda beyaz rengini de almıştım o çok çok güzel olmuştu fakat bu gelenin kalitesi çok kötüydü, bana mı öyle denk geldi bilmiyorum. Fazla geniş, daha doğrusu esnemiş gibi ve kötü dikişleri yüzünden buruş buruş duruyordu üstümde. Büyük hayalkırıklığı oldu benim için iade ettim."
90089,Negative,beğenmedim pütür pütür yaptı yüzümü
93686,Negative,süper çok memnun kaldim
23222,Negative,S beden L gibi memnun kalmadım
6478,Neutral,Orta düzeyde
114739,Negative,marka aynı değil görüntü ile alakası yok daha kullanmadım
9677,Neutral,bir haftadır kullanıyorum.gözle görünür bir etkisi olmadı kokusu da hoş değil bence.yüzümde ki kuruluktan pullanmalara iyi gelmesi umuduyla almıştım fayda sağlayamadı henüz.
135974,Neutral,göründüğünden daha küçük ama temizleme jeliyle güzel kullanılır👍🏻
49291,Neutral,tonları çok güzel ama kalitesi biraz dusuk
130021,Positive,Kullandığım bir üründü indirime girdi hemen aldim
40982,Neutral,Çok küçük geldi bu kadar beklemiyordum açıkcası
70486,Negative,"Düzeltme yapmak istedim. Kalemler güzeldi, renkleri farklıydı fakat kalemlerin bazıları çok az bir kullanımda bitti yazmıyor buna dikkat ederek alın veya almayın..."
62364,Negative,beğenmedim
78862,Neutral,Fena değil sivilcelerim gitmedi
73045,Positive,2 gündür kullanıyorum Tek kelime alın. Ürün mükemmel.
84187,Neutral,yaklaşık 10 gündür kullaniyorum henüz bir etki görmedim siyah noktalarimda.umarim ilerleyen zamanlarda işe yarar.
53464,Negative,Kargosu elinize geçmiyor asla tavsiye etmiyorum
94503,Neutral,Açıkçası ben kullandım ama oyle çokta bir faydasını görmedim
52029,Positive,Hep kullandığım bir ürün. Uygun bir fiyata almıştım güzel bir maskara
42537,Negative,"Ürünü yorumları okuyarak aldım ama ne markanın ne de fiyatının karşılığı eder, yorumlarda çok muhteşem, kaliteli olduğu yazıyor ama kenarından ipleri hep çıkmış dikişleri gevşek, yani kenarları hiç düzgün değil. Alacaksanız bunları bilerek alın. Okadar da kaliteli harika değil yani, belki de birkaç kullanıma yırtılabilebilir."
47238,Negative,Fiyat uygun boyu küçük Ürünün boyu çok küçük
36354,Negative,Hiç beğenmedim sürüldüğüünde pütür pütür bir görünümü var ve iğrenç duruyo başka bir ruj alın bence  paranıza yazık edersiniz!
64126,Neutral,Fena değil sadece biraz küçük ama iki üç ay gitti
70848,Neutral,"benim yüzümü kızarttı,  alerji gibi sivilceler yaptı.  benim cildime uygun değilmiş"
89530,Positive,"kargo çok iyi yurtici Kargo ile kısa zamanda geldi, ürün çok güzel paketlenmisti..."
105330,Neutral,Çok beğendim gayet kullanışlı
96863,Neutral,küçük ama fena değil saç  dipleri  ve yüz için iyi
102792,Negative,"Yorumlara aldandım aldım,  açma kapama düğmesi bile yok; pili takıyorsun çalışıyor, pili çıkarıyorsun kapanıyor. Hadi onu geçtim sıfır çekim gücü; buhar banyosu yapmama rağmen  hiç bir faydası olmadı. 48-TL'ye almıştım, 15 günü geçirdiğim için iade de edemiyorum. Çok üzgünüm."
29988,Negative,Leke falan açtığı yok boşa ümitlenmeyin ..sürekli kullandım pigment falan gitmiyor. sadece kokusu fena değil işte o kdr
16442,Neutral,Severek kullanıyorum kuru ciltler için harika bir ürün
133325,Neutral,Güzel bir ürün. Fazla köpürmüyor.
43395,Neutral,idare edicek bir kokusu var
115579,Negative,Çok iyi boyasalarda berbat kokuyorlar. 5yıldoz verenleri anlamıyorum. Kokudan eline alamadım boyaları. İnanılmaz kimyevi bir koku var. Hemen iade edicem
99478,Neutral,"Ortalama öyle aman aman iyi diyemem.. tekrar alır miyim, hayır."
92028,Negative,Ürün pek terletmiyor çok faydalı bulmadım
143353,Positive,Düzenli kullanımlarda etkisi görülüyor . Kişiden kişiye değişiklik gösteren hafif bir yanma etkisi vardır . selülit için işe yarayan kremlerin ilk başında yer almalı 👍
144167,Negative,"ürün katlaniyor belden yukariya dogru, ilk kademeye takinca kancalari can acitiyor. Ayrica siyah istemistim ten gondermisler. Kargolama surecide yavasti ama bu fiyatina gore normal bir ürün pek kullanisli değil sadece."
22447,Neutral,Ben de hiç bir işe yaramadı
92528,Negative,Kollarım kabarcık kabarcık oldu korkuyorum inaşllah bir şey olmaz!!! almayın PİŞMANIM ALDIĞIMAAAA
12245,Positive,Her Zaman kullandığım parfüm. Kokusuna bayılıyorum
130115,Negative,Ürünler kutunun içinde yapış yapıştı.Bir daha tercih etmem.
64218,Positive,üründen çok memnunum beklediğim gibi geldi
17640,Positive,Arkadaşlarım önerdi gelir gelmez kullandım cidden fark ediyo çok hoşuma gitti sağlıklı bir görünüm verdi
78854,Negative,tek kelimeyle berbat
15415,Negative,hiç bir işe yaramadi sanirim.orjinal.ürün bile değil yazik paraya
70252,Negative,Ürünün üstü kısa ve transparan. Göbek üstü gibi kalıyor hareket edince. Alt işe kumaşı kötü ve giymeden ilk yıkamada lastik lastik bel bölgesinde ayrışmalar oldu..
106726,Neutral,Kokusu güzel kalıcı ama fiyatına göre kalıcılığı az !
147431,Neutral,Paketleme güzel ama ürün kendi kutusuna akmış etkisi ve kullanımı hakkında detaylı anlatım yok. çok yakıyor mutlaka eldiven kullanın ben de öksürük yaptı
93565,Negative,kullanışlı değil
22925,Positive,bu fiyata böyle kokuu çokc  çok iyii❤
149122,Positive,ürünüm geldi çok teşekkür ederim hem ucuzdu hemde sağlam geldi😍
90840,Negative,daha iyisi bulunabilir
61532,Negative,Fiyatı uygun telimatı hızlı ama çok da bir olayı yok yani. Askıları göründüğünden daha aşşağıda
108471,Negative,göründüğünden daha kısa ve yapısı çok rahatsız etti ipleri de çok kalitesiz beğenmedim malesef
149303,Neutral,Krem nemlendirme açısından çok harika ama bende sivilcelere neden oldu maalesef
107441,Positive,Tek kelime ile bayıldım
31134,Positive,Özellikle kış aylarında kuruluklara karşı çok iyi bittikçe aldığım bir ürün ayrıca hızlı teslimat tavsiye ediyorum
144572,Negative,Kaliteli değildi
102138,Neutral,Kullandıktan bir süre sonra yüzümde yağ bezeleri oluştu.. markaya güvenerek aldım ama neden böyle bir sonuç verdi anlamadım
127119,Neutral,Ürün göründüğü gibi geldi fakat önceden kullanılmadığına açılmadığını dair ağzında bir güvenlik bandı yoktu! Kokusu güzel. Yüzde bıraktığı his iyi ama ardından mutlaka bir nemlendirici istiyor.
40421,Neutral,Güzel ürün beğendim
20401,Negative,Ben beğenmedim ürünü sürünce yüzünüze bir gerginlik hissi veriyor onun dışında hiç bir şey olmadı
38974,Positive,Çok iyi çok hafif.Gözeneklerimi bile kapatıyor hafiften
146400,Positive,Ürün hoşuma gitti ince ve rahat
26051,Positive,İlk kullanımdan farkı anlıyosunuz hiç dusunmeden alın
94488,Negative,kaşıntı ve dökülme yapıyor
101124,Negative,Ben bir etkisini görmedim yapış yapış olması rahatsiz etti
36519,Negative,"Çok kötü sakın almayın rengi,kokusu,yapış yapış oluşu."
108871,Neutral,igneleri çok igne gibi değil plastik zaten yuze de faya değil zarar gibi dusunmeye basladim
29498,Negative,Mükemmel ötesi BERBAT !!!!  ürünü 1 haftadır kullanıyorum yorumlara bakarak çok ümitli bir sekilde sipariş verdim keske almasaydım yüzümde sivilce çıkmayan yerlerde bile sivilce çıkmaya basladı hiç memnun kalmadım .o kafar abartılacak bir urün değil yüzüm sivilceden gözükmüyor yağlı ve sivilceli ciltler almasın tavsiye etmiyorum..
145619,Neutral,normal bir ürün geldi
104339,Neutral,Evet çok şık ama hiç biri güzel kesmiyor beğenmedim
77911,Negative,ilk yıkamada dağıldı verilen paraya yazık
40863,Positive,Çok iyi fiyata aldım. Yeni kullanmaya başladım.
11306,Positive,Kötü ürün kalıcı değil
