label;text
Negative;Çok kalitesiz bir ürün geri gönderdim.
Neutral;Kargo hizliydi kusum korktu ama alisinca oynamaya baslar resimdeki gibi
Neutral;Köyde ilkokul vardır ama faal değildir .
Neutral;Normal sekreterliklere gere gereğinden fazla büyük. Onun haricinde malzeme kalitesi yeterli.
Neutral;Tarih eğitimi görmesine karşın Dinamo Sohumi’de danışman olarak çalışmaya başladı .
Neutral;Urun fena değil günlük işler için iş görüyor Teşekkürler hepsibura.
Neutral;Çok çabuk geldi hava şartları nedeni ile henüz uygulayamadım ayrıca paylasicam
Negative;şarj aletinin kafası avrupakı dı fıslerden cıktı ben avrupa da yasamıyorum lutfen sarj aletının kafasını yollarsanız sızın ıcınde bızım ıcınde ıyı bır alısverıs olmus olur.
Positive;Funny games ünlü yönetmen micheal hanekenin 1997 yılında yine kendisinin yönetttiği aynı adlı filmin US versiyonu Oyuncular hariç filmin senaryosu ve işleyişinin hemen hemen aynı olduğunu bir çok yerden duydum İlk versiyonu henüz izleme fırsatım olmadı ama yeniden çevrimi izlemiş birisi olarak filmin hala etkisinde kalmış ve başım yeterince dönmüşken ilk filmide en yakın zamanda görmek heyecanıma heyecan katacaktır Funny games izleyicilere sunulan bir takım psikolojik deney filmi Film boyunca maruz kaldığınız şiddet duygusu karşısında ne yapacağını kestiremeyen seyirci bir yandan ailenin başına neler gelebileceğini düşünürken diğer yandan da böyle bir durum karşısında neler yapılabileceğini kendi içinde sorgulamaya başlıyor Tabiki izleyici iç güdüsü her zaman masum olan taraftan yana oy kullanır Ama burda masum aile izleyiciden ne kadar destek görsede kötü olan taraf istediğini almayı başarıyor Kazananın baştan belli olduğu bir oyunu soluksuz bir şekilde izleyebiliyorsunuz Yönetmen zaman zaman bu korkunç oyuna bizide katıyor karakterlerin kameraya dönerek siz olsaydınız ne yapardınız gibisinden sorduğu sorular karşısında şaşıran izleyicinin verebilecek bir cevabı olmazken kötü karakterlerimiz yine kendi bildiğini okuyor Filmin başlarında size önemsiz gelen bir çok gereksiz ayrıntının aslında film ilerledikçe bir amaç için yapıldığını anlıyorsunuz Kadının telefonunu neden lavaboya düşürdüğünü yumurtaları neden defalarca kırdığını anlayabiliyorsunuz Geçtiğimiz yıllarda bu filmin yeniden çevrileceğini duyduğumda micheal hanekeninde naomi watts ile anlaşmaya vardığını duyunca çok sevinmiştim İçinden çıkılmaz ruh hallerinin bir numaralı oyuncusudur naomi watts filmde o kadar başarılı bir şekilde oynuyor ki gözünden gelen her damlaya burnundan gelen akıntılara kapılıp onun acısını sizde hissediyorsunuz Kocası rolündeki tim rothda en az watts kadar başarılı soğukkanlı bir babayı canlandırıyor Micheal Pitt ve Brady Corbet hakkında bu filmi izleyene kadar hiç bir fikrim yoktu Şuanda onlara duyduğum nefret sanırım filmdeki başarılı performanslarının bir göstergesi İçinde yaşadığımız koca evren içinde barındırdığı binbir türlü kötülük ve iyilikleri beraberinde yaşamamızı sağlıyor Bu dünya üzerinde bir çok şeyi değiştirebilirsiniz ama kötülüğü bu dünyadan silip atamazsınız Kötülük asla durdurulamayacak
Neutral;Bir çok arkadaşın da belirttiği gibi kapı ölçüleri önemli 8 5 diye tabir edilen tuğla ile yapılmış kapılara daha uygun evdeki kapılara olmuyor gibi bir şey ama ben bir şekilde taktım kullanıyorum bir şekilde dediğim de kirişi tutan plastik stant yok mu o tam oturmuyor da ucundan oturuyor biraz ama denedim bir sıkıntı olmadı
Neutral;Primatlar tüm dünyaya yayılmışlardır .
Positive;4 mükemmel filmin hatırına bu da izlenir...
Positive;mucizevi birşey diyebilirim ne zaman çocuklarım öksürük olsa hemen bundan alırım bir iki icirmede yok denecek kadar azaltır öksürüklerini her zaman begenerek kullandığımız ürün.
Positive;kodlamayı bu kıtap sayesınde ogrendım
Positive;hırsızların çoğaldığı bu zamanlarda evine güvnlik kamerası almayı düşünüyorsanız bu ürün tam size göre harddisk kayıtlı lcd ekran4 adet kamerası ile tam bir set görüntülü kapı kamerası olarak ta kullanılabiliyor ben sizin içimn araştırdım bu fiyataalınabilecek en iyi marka bu olduğuna karar verdim paranızı merkası ne olduğu belli olmaya ürünlere vermeyin üç kuruş için kimlerin ağız kokusu çektiğimizi bizlerden başkası bilemez
Neutral;Bunu yurtdışında da büyük ilgi gören pek çok diğer romanı izledi .
Negative;Her zaman aldığımız balık yağı. İlk defa bu kadar leş gibi kokuyor. Hep kullandığımız ve memnun olduğumuz marka ama ilk defa böyle oluyor. Balık yemi gibi kokuyor. Bir daha da bu satıcıdan asla almam.
Neutral;Sovyetler Birliği bu plana büyük tepki gösterdi .
Neutral;Finalde beşinci sırada sahneye çıktı .
Neutral;Yahudiler sert sokus yapmıştı.
Neutral;Bombanın meydana getirdiği yakıcı maddeden oluşan bulutun patlaması sonucu çok yüksek sıcaklık oluşur .
Positive;Kış için pek uygun olmasa da yaz için çok hoş ve hafif bir koku. Kalıcığı fazla değil. Avantajı 200 ml olması.
Negative;film bir takım mesajlar vermeye çalışmış ama pek başarılı değildi mizah ile yergi çok başarılı bir şekilde kullanılabilir aslında ama senaristimiz bu işi pek başaramamış görünüyor ayrıca film madem komedi filmi ve yergi eklemeye çalışmışsın filmdeki ek konu olan amerikalı subaya aşık olmak ne alaka anlamış değilim yani komedi mi melodrama mı belli değil özetle pek başarılı bir yapım olarak görmedim
Positive;aksiyon gerilim strateji sevenlere tavsiye edilir özellikle filmin son dakikalarında heyecan katlanıyor hayatta bazen istenilen şeyler bir anda olmuyor fakat çaba gösterilip bir şeylerden feda edildiğinde her şeyde başarılı olma imkanı vardır herkesin izlemesini isterim
Negative;Kullandım ama hiç bir etkisini göremedim sadece bu markaya has bişey değil hiç bir markanın etkisini göremedim
Negative;Uzunluğu çok kısa tutulmuş bir ürün eliniz lavaboya çarpıyor, kullanmadım kenarda duruyor.
Positive;2 tuşu bozuk geldi Ama kullanılmayan tuslar olduğu için geri göndermedim fiyata göre çok iyi
Positive;Herşey beklediğim gibi ve hızlı gönderi için teşekkür ederim. Ürün hiç açılmamış ve kargo esnasındada zarar görmemesine ayrıca sevindim. bu ürünü uzun zaman araştırdım ve özel karşılaştırma yapan yurt dışı firmalarında da baya rating almıştı. kesinlikle tavsiye ederim. samsung servis aradığım gün gelip kurdular. herşey harika.
Positive;Far ışıklarının rahatsızlığına karşı faydası var ama uzun süre kullanımında gözlerde yorgunluk hissi yaratıyor, Ama tavsiye ederim. yanında gelen kılıf ve bez de ekstra bir güzellik olmuş.
Negative;Urunu 1 aydır kullanıyorum. kesinlikle tavsiye etmiyorum. bıcagın 2 yonu de kullanılamıyor. kullanırken bin pişman oluyorsunuz. baska bi marka kullanıyordum uzun sure de kullandım. bozulunca bu urunu aldım ama pişman oldum, tavsiye etmiyorum.
Negative;oyun cok zor artik bıtkınlik vemeye basladi kac yildir oynuyorum kilanlar beni girdigimde atiyor ve bolumler zor oyunda altin satmak ve malzeme satmak icin iyice paraya dokmussunuz 11000 seviyesine geldim fakat oyun son guncellemelerden sonra oyunun b.... cikmis gecilen bolumlerde verilen altin mimtari 12 bu nedir yaaa bu kadarda paraya duskun olmasaniz herkez birbirine tavsiye edecek benim bildigim 30 dan fazla bu oyunu oynayan arkadaslarim var hic biride memnun degil benim gibi silecez artik.
Negative;Para Tuzağı Para yatirmiyorsan ne kadar iyi oynarsan oyna para yatıran çoluk çocuk sizden daha iyi oynuyor para karşılığı karakter satın alarak.Ahlak ve adalet dışı bir mantıkla iletleyen para tuzağı uygulama...
Neutral;Abisi Mathieu da futbolcudur .
Neutral;"Osmanlı döneminde tarihi gümüş yataklarının varlığı nedeniyle yerleşimden ""Eski Gümüş"" adıyla bahsedildi ."
Negative;MediaTek MT6737 yonga seti yerine daha modern bir çipset kullansalar 14nmlik daha iyi olurdu. Ben Vestel servis ağına güvenerek ve yerli üretim gelişsin diye aldım. Yoksa fiyat olması gerekenden bir tık yüksek bence.
Negative;Ulan tamam uygulama vaat edileni yerine getiriyor da bu ne reklam mk oğlu. Daha fotoğrafı seçmeden reklam, seçiyorsun reklam, düzenliyorsun reklam, kaydediyorsun reklam. Bu kadar reklam izliyorsun ama birçok özellik aktif değil ve günde 5 fotoğrafa izin veriyor. Abi bu kadar aç gözlü olmayın ya, tamam emek veriyorsun uygulama için ama bu kadar reklam olmaz, olmamalı. Reklam sadece kaydetme seçeneğinde olmalı. Hayatımda gördüğüm en aptalca reklam sistemi.
Positive;muthis bir film sahane kurgusıkılmadan hatta cogu sahnede vay be diyerek izledimbence kotu bir yorum yerine ovulmeyi kesinlikle hakkeden bir film olmus
Positive;içiniz rahat olsun gayet kullanışlı.spor yapan adamsınız sıkıştırırken biraz zorlayın işiniz bitene kadar gevşemez
Negative;Bu fiyata mate 20 lite ile baş edemez
Neutral;Yıldızlar kalin kartondan yapılmış malzemeden paket içinde 15 20 adet var
Negative;sadece kutu içindeki tabletlerin çoğu kırılmış şekilde geldi bu yüzden pek memnun kalmadım...köpeğimin üzerinde göstereceği etkiden sonra yazarım artık
Positive;Kitabın isminden dolayı kitap içeriğine dair fikirler oluşuyor kafanızda ama bir parça yanılıyorsunuz kahramanımızın psikolojisi öyle güzel bir dille yansıtılmış ki ne hissettiğini tüm hücrelerinizle biliyorsunuz kendinize bende böyle yaptım ya da böyle yapmalıydım dedirten bir kitap kahramanımızla İtalya Hindistan ve Endonezya da gezinirken kendinizi irdeleyeceğiniz bir kitap
Negative;Ürünü görselde kapaklı gördügüm icin almistim fakat kapakli gelmedi o nedenle bi daha tercih etmeyi düşünmüyorum
Neutral;Dünya Veteriner Hekimleri Birliği Kongresinde kabul edilmiştir .
Positive;Merhabalar ürünü başka bir yerden aldım ve yaklaşık 6 aydır kullanıyorum o kadar sessiz geniş şık ve tasarrufluki 13 yıllık buzdolabından sonra anlatmaya kelimeler yetmez kısacası yaşamak lazım Ayrıca hb ailesine genellikle alışverişlerimi yaptığım ve sorun çıkarmadıkları için çok teşekkür ediyorum
Positive;Ömer Seyfettin den güzel ve sürükleyici bir hikaye
Neutral;Üçüncü burun tipi ise geniştir .
Positive;Ürün çok güzel uygun fiyat
Negative;Ürünümüz geldi. Fotoğraftan daha ince dokuda terlikler. Yanıltıcı oldu benim için. Kaliteli diyemeyeceğim. Sıradan bir ürün. Özenli işletmeciler için yanıltıcı.
Positive;vestel garantisiyle geliyor fiyat performans gayet güzel
Positive;Kesinlikle izlenesi bir gerilim filmi Güzel olmuş 8 puan
Positive;Kargom geldi toplam 3 gün içinde geldi ve hasarsızdi fiyatı çok uygun almanızı öneririm
Negative;berbatyazılanlar az bile berbat igrenc yemek bölümü kokuyor yemeklere yanasamadk bile  gun boyunca salata yedik ya boyle birsey olamaz calisanlar sureklii yabancilarin arkasindan alay edip duruyorlardi sadece turkmen bir calisan vardi duzgun efendi bi cocuktu oteli tercih etmeden once mutlaka yorumlari dikkate alinnnn
Neutral;Kadının hemen hemen bütün kitaplarını okudum. Şimdi sıra bu kitabında. ?? ??
Positive;Saçlarım iş stresinden çok hızlı döküldü ve beyazladı müşterim seni bu dertten kurtarıcam diyerek Almanyadan gelirken 1 adet şampuanını ve 1 adet siyahlaştırıcı kremi getirdi o kadar ürün kullandım bu kadar hızlı sonuc almadım saçlarım çok hızlı uzuyor beyazlar siyahlaşmaya başlıyor ve dökülen yerlerden teker teker düğ gibi geri cıkmaya başladı tabii devamlılık onemli tek kelimeyleöneriyorum
Positive;koridorda aplik için aldım. beyaz ve az ışığı ile çok güzel. gece wc kalkan cocuklar için ideal. Ben memnun kaldım. Teşekkürler
Positive;Ürün gayet heybetli be fiyatına göre şık.Kolay kuruluyor.Tek eksiği alta profillerin üstüne koymak için sunta kestirmeniz gerekebilir.
Positive;Bu fiyata alınabilir bir ürün.
Negative;Reklam izlemekten oyundan zevk almıyorum sizin Allah belanızı versin yapacağınız oyunun bip bip reklam her maçtan sonra olur mu ya ortalam dk da 1 reklam izliyoruz yazıklar olsun
Negative;iyi değil sıkıyor almayınız kötü
Neutral;gerçekten de yapacak hiçbir şey yoksa izlenebilir bir film o da belki tabii
Positive;biraz tuzlu ama tam oturuyo montaj kolayyukselik sorunu yok bence ve orjinal mis gibi gorunuyo bence cok memnum taviseye ederim herkese
Positive;hepsiburada.comdan dark 2mt ve 1.5 mt kablo aldım 2mt lik sıradan ama bu 1.5 mt lik kablo harbi çok kaliteli ve çok yumşak,kırılma falan asla olmaz,üstelik kablonun üzerinde kablo olduğunu kanıtlayıcı birtakım değerlerde verilmiş.gayet memnun kaldım,satıcıya teşekkürler şarj süresi de gayet iyi.
Neutral;Dizi ve filmlerle yetinmeyelim asıllarının peşine düşelim bulalım okuyalım
Neutral;tek geçiyorum daha iyisini henüz bulamadım...
Positive;Öncelikle makine malzemesi kaliteli ve görünüşü çok güzel. İçerisinde aydınlatma var, genellikle 3 saatlik programı kullanıyoruz ve 1000 devirdesıkılan birçamaşırı 2-2,5 saatgibi birsüredekurutuyor. Sensorleri sayesinde yeterli kuruluga gelince süreyi otomatik azaltıp çoğaltıyor. İlk aldığımızda bir tane gömleği çeşmede ıslatıp denemek için atmıştım makina bir kaç dakika sonra kurutmayi durdurdu, bozuk sandık ancak makina tek parça çamaşır olunca camasirazarar gelmemesi için otomatik duruyormuş, öğrenmiş olduk. Normal indirimi, sepet indirimi ve çip para hediyesi ile beraber 1100 TL gibi bir fiyata mal oldu. Garanti süresi 3 yıl ve 150 TL ye garanti süresini +4 yıl daha uzatiyorlar. Çamaşır makinesi gibi ses seviyesi var bence normal. Çamasirlar çıkınca sıcacık oluyor, ütü yapmayabile gerek kalmayabilir. Ürünü tavsiye ederim çok kolaylık sağladı. Fiyat performans olarak çok iyi bir ürün. İnşallah bizde alan herkes de sağlıkla sorunsuz kullanır.
Neutral;Cecilia ilerleyen zamanda evde açıklanamayan birkaç garip şeylerden rahatsız olur .
Neutral;Daniel adında bir oğlu var .
Neutral;uygulama güzel faydalı fakat kısa süreler arasında güncellenme, beni hatırla devre dışı kalarak sil baştan yeniden giriş hoş değil ilgilenenlere ricam sistemin üzerinde iyileştirme yapılması teşekkür ediyorum.
Neutral;Tarih boyunca birçok eleştiri mevcuttur .
Negative;ben oğlum için aldım, keloğlan ve peppee izlemeyi çok seviyor, özellikle müzikli kısımlarını. ve bir müzikal olduğu için bunu da beğeneceğini düşündüm ama çok çok eski çekim versiyonlar ve arada komedyen bir adam sürekli çıkıp birşeyler anlatıyor. bebişlerimiz bu tür şeyleri görsel olarak değişim yaşanmadan izlemeyi seviyorlar. arada bir çizgi film kesilip adamın biri çıkınca dikkatleri dağılıyor. benimki hiç ilgilenmedi,
Negative;Gerçekten artık reklamların anası ağladı. Uygulamaya gir reklam, reçim seç reklam, düzelte tıkla reklam, ayarla reklam. Reklamlara da 3 4 kere tıkla bekle 1 saat en son kaydetmek için tekrar reklam. Sildim kurtuldum.
Positive;telefona cok fazla para vermeyi sevmeyen birisiyim aslında bu fiyat bile benim icin fazla ama telefonun özelliklerini gördükten sonra kararım değişti dış görünüşü cok güzel metal kaplama ve kalite hissi veriyor telefonun 6gb rami ve işlemci hızıda cok iyi parmak izi algılayıcısı da 10 üzerinden 7 8 i hakediyor 2 kamerasıda fiyatına göre iyi fakat optik sabitleyici yok bence önemli bir eksiklik gündüz cekimleri güzel her iki kamerada da fakat gece cekimleri vasat öyle profesyonel işler beklemeyin onun dışında ekran büyüklüğü benim için cok ideal şarjı idareli kullanırsanız 2 günü geçiyor ben test ettim maksimum kullanımda günü çıkartırsınız 2 sim kart ve 1 mikro sd girişi var ve simkartların ikiside 4g destekliyor bu cok iyi bir özellik bence tam bir f p ürünü keşke samsung türkiye ye getirseydi bu telefonu yok satacıgına eminim bu telefon size büyük geliyorsa c7 pro yu da alabilirsiniz oda hemen hemen aynı özelliklere sahip
Neutral;Geçici metrik sistemine karşı olarak uzaydaki Öklid birim çemberi tarafından sınırlandırılması sağlanmıştır .
Negative;serinin birinci filminden sonra tam bir hayal kırıklığı. keşke ikincisi çekilmeseydi de hostel akıllarımızda birinci bölümüyle kalsaydı diye düşünmeye sebep olmuştur.
Neutral;Programda ünlü isimlerin yanı sıra yeni yetenekler de boy gösteriyordu .
Negative;Masalarda kürdan bile yok müşteriler alıp götürüyormuş. Kürdanın hesabını yapan işletmeden kürdanı çalan müşteri tayfasından uzak durmak için artık gitmiyoruz
Positive;"Yumuşak ucu sayesinde yazı yazması kolay. Kalitesi çok iyi; zaten adı üstünde faber castell. Bir bu fiyata 50 tane, ben çok memnunum, herkese tavsiye ederim kaçırılmaması gereken bir ürün."
Positive;Izmirin en güzel mekani tartışmasız harika müzikler
Positive;ürün tam geldi iyi kargolanmış şimdilik güzel duruyor kullanınca zamanla kalitesi oraya çıkacaktır güneş perdeye ve hepsiburadaya teşekkürler
Positive;urun ve kargo guzel cok memnun kaldim
Negative;Görsele aldanıp büyük zannedilmesin ebadına dikkat edilmeli Ayrıca cam altlığı yazıyor ama pek iş yapmadı mobilya kapak ses azaltıcı olarak daha uygun Benim işime yaramadı ama bu kadar küçük bir üründe hızlı kargo için teşekkürler
Neutral;Albümün müzik eleştirmenlerinden aldığı yorumlar farklı farklı yorumlar oldu .
Positive;harika bir kitap tess gerritsen okumayanlarin gercekten okumasi gerek
Neutral;kullaniyrm henüz birşey fark etmedim
Positive;Su zımparasının altındaki kağıdı biraz ince. Ancak hiç sorun değil işimizi gördü.
Positive;stokta olduğu sürece alıyoruz özellikle oğlum için çok iyi oldu her sabah birer tane 50 adet daha aldık yarın verilecek kargoya
Negative;Büyelenemedik! Gerçekten çok güzel bir promosyon ile karşımıza çıktı.Güzel bir traj da yakalayan Büyü filmi,etkileyici bir konuya sahip olmasına karşılık, bekleneni yapamamış gözüküyor.Daha güzel bir sona sahip olabilirdi diye insanın aklında bir soru işareti sürekli mevcut kalıyor. ideefixe.com: 13.04.2005 yayımlanmıştır.
Negative;çok kötü... tamamen vakit kaybı... sanki amatör bir film gibi...
Neutral;fiyat performans açısında fena değil öyle aman aman birşey beklemeyin..buradaki yorumlar fazla abartılı...ben buradaki yorumlara bakarak aldım belkide çok şey bekledim..
Positive;eskisini düşürdüğüm için aynısını alıyorum tavsiye ederim çok kaliteli ben düşürene kadar tık demedi ağırlığından kalitesini belli ediyor alman kalitesi bu fiyata kaçırılmaması gereken bir fırsat teşekkürler HB
Positive;Ürün fotoğrafta ki ile aynı geldi Bu fiyata bu kalite harika Kesinlikle tavsiye ederim
Neutral;gönül ister milyon dolarlar harcanıp bu büyük destanı animasyon tarzında deilde gerçek efektlerle o izlediğimiz 300 lord of the rings tarzı filmler gibi çeklsin ama şuanki sinema potansiyelimiz buna imkan vermez heralde
Negative;hİÇ MEMNUN KALMADIM TAVSİYE ETMİYORUM. KAUÇUK ÇİÇEĞİM DEİKLERİNDEN DAHA KISA GELDİ VE 1 YAPRAĞI YARIYA KADAR ÇÜRÜKTÜ. VE YAPRAKLARI İNANILMAZ KİRLİYDİ. ŞİMDİ EKTRA VİTAMİN ALIP ÇÜRÜMÜŞ YAPRAĞINI İYİLEŞTİRME ÇALIŞAĞIM.DEVE TABANI AYNI ŞEKİLDE ÇELİMSİZ KISA VE SEĞREK YAPRAKLI GELDİ :(KENTYA BİTKİMDE CILIZ GELDİ :(HAYAL KIRIKLIĞI YAŞADIM. KENDİ BİTKİLERİMİ KENDİM İYİ EDECEĞİM İNŞALLAH.AYNI FİYATA DAHA İYİ BİTKİ GÖNDEREN YERLER VAR.
Neutral;Cumhuriyet Halk Partisi ve Milliyetçi Hareket Partisi ise yine milletvekili çıkartamamıştır .
Positive;OTEL İÇİN TOPLU ALIM YAPTIK İLK ETAPTA 500 ADET ALDIK 1 HAFTA SONRA TEKRARDAN ALACAĞIZ MEMNUN KALDIM LATEKS BONELERİ ZATEN HERKES BİLİR TOPLU ALACAKLAR İÇİN TAVSİYE EDERİM
Positive;Cok güzel bir kitap Sınıf kitaplıgımıza aldım ve ögrencilerim keyifle okuyor
Negative;Malesef sokak kedileri bile zoraki yiyorlar. Pek tavsiye etmem.
Positive;Yalın bir anlatım kullanılmış okuması keyifli bir kitap
Negative;Çok güzel bir tadı yok ağır bir kokusu var tonbalığı gibi değil ancak hoşlananlarda olabilir tabii
Positive;HAYAT İLİŞKİLER EVLİLİK AŞK GİBİ KONULARI SÜRÜKLEYİCİ BİR ANLATIMLA İŞLEMİŞ SEVEREK OKUDUM
Negative;çok kalitesiz ve eksik parça gönderiyorlar lehim teli de çok kısa paranıza yazık
Negative;Iki senesini doldurdu ve şarjı bazen 25 ken birden kapanıyor Şarj açısından çok kötü kamerası hiç iyi değil Bi olumlu yanı 64 gb hafızası onunda hepsinine yakın kullandığınızda telefonun hızı düşüyor Alacak olanlara tavsiye etmem
Neutral;Romanya Cephesi’nde Sivastopol ve Odessa’da Askeri Tıbbi İdaresi’nde doktor olarak görev yaptı .
Negative;Resepsiyonda kazıklamaya çalıştılar
Positive;"ürün piyasa ile (büyük avm) fiyatta tek farkı kargo ödemeden evinize geliyor.çay kaliteli hakikaten &quot;çay budur&quot; dedirtiyor. tavsiye ederim teşerekürler hepsiburada"
Positive;bebeğim doğduktan sonra ilk 1 ay kullandım ve hakikaten işe yarıyor en azından arttırdığını düşünmek bile sütünüzün artmasına yardımcı oluyor emzirmeye başladığınız ilk günlerde sütüm yetecek mi psikolojisinden kurtuluyorsunuz tadı da alışınca güzel bile gelebiliyor
Positive;diz ağrım için kullanıyorum.GAyet iyi
Negative;iğrençkesinlikle gitmeyin bir otel bu kadar kötü olabilir resepsiyondan başlayan rezalet sonuna kadar devam ediyor yemekler berbat   yaşında kızım hamile eşim  gün boyunca aç kaldılar duşdan ve lavabolardan deniz suyu akıyor oda kokuyor odalar havasız balkon bile yok hapishane koğuşu gibi ne diyim  günlük tatilimi rezil ettiler siz bizim yaşadıklarımızı yaşamayın
Positive;FİYATA GÖRE İYİ BİR ÜRÜN, ÖYLE GÜNEŞİ YOK ETMİYOR AMA ARABAYI DA KARARTMAMIŞ OLUYOR, ALIN DERİM, BEN BEBEĞİM İÇİN ALDIM
Negative;alet çince geliyor ve fiyatı da normale göre çok yüksek.
Positive;Kokusuna bayildim tavsiye ederim özellikle yoğun duş jeli sevenler için çok iyi
Positive;Sanırım bu kış çok işe yarayacak 🙏🧡
Positive;Ürün çok kullanışlı Sipariş verdikten 1 gün sonra Ankara ya ulaştı Hızlı kargolama için HB ye teşekkürler
Positive;uzun zamandan beri almayı düşünüyordum.mutfakta kullanılması gereken basit ve kullanışlı bir ürün.yalnız dikkat edilmsei gereken husus parmaklarınızı kaptırmamak.özellikle bıçaklı kısmı tehlikeli onu da aparatı ile çözmüşler.tavsiye ederim..
Negative;Film: Vahşet Partisi Orjinal adı: All The Boys Love Mandy Lane Yapım yılı: 2006 Yorum Vasat ve lüzumsuz çekilmiş teen-slasher örneklerinin her klişesi mevcut bir film. İzlerken ilk yarım saat umut vaat eden ancak ilerledikçe gerçekten sıkılmaya başlayacağınız türden. finaline gelince beni gerçekten tatmin etmedi tam beklediğim gibi bir final oldu, dedim ya klişeler klişeler klişeler tahmin etmeye gerek yok biraz zorlayınca oluyor. Gerçekten zaman kaybı bir film teen-slasher filmlerden hoşlananlarını memnun etmeyecek türden. Öneri : pek beklenti içerisinde olmadan izlemek isteyenlere.. vasat. Puan : 10/3
Neutral;Çeşitli bilim adamlarının çeşitli tarzları olabilir .
Negative;Miktri cok az ve sprey ucu cok kisa
Positive;Çocuklarımın izlerken ki tepkileri ve bir animasyon film izleyicisi olarak kendi gözlemlerim ışığında filmi madde madde ele alalım Atların yanı sıra yeni karakterler eklenmiş Çocuk ve Çiftlik sahibi tiplemesi güzel Çiftlik olan sahnelerin tasarımı diğerlerine göre daha düzgün gözüküyor Bu alanı sanki farklı bir ekip tasarlamış gibi Yapım kalitesi ve görsel detay anlamında 1995 yapımı Toy Story nin gerisinde Ağaçlar yapmacık akan dereli sahneler su sıçramaları vs yıllar önceki birinci Ice Age in yanına yaklaşamaz Müzik yok denecek kadar az Dorunun tvdeki jenerik müziği arada kısaca geçiyor sadece Bitiş jeneriğinde bile sıradan bir müzik var Girişi karanlık bir atmosferde ve çocuk için ürkütücü şartlarda başladığı için hemen içine alamıyor ve bir süre sıkıyor Seslendirme kötü yapılmış Esra Erol lu bölümlerde tonlama ve tepki ifadeleri dümdüz kağıttan okur gibi böyle olunca içine girilmiyor filmin Çiftlik sahibinin sesini yapımcı Hakan Baş yapmış ve çok kötü olmuş Herhalde hatıra olsun diye yaptı Seslendirme işinde İbrahim Büyükak bile tutuk kalmış Oğuzhan diğerlerine göre daha akıcıydı Allah tan Doru ve Karatay ın seslendirmeleri bu durumu kurtarıyor Çok içine çeken bir yapım değil Doru filmi televizyondaki kalitesinden çok farklı değil Şu şartlarda Trt Çocuk yapımları arasında herhalde Rafadan Tayfa ekibi sinema filmi yapsa dünya standartlarını yakalayabilir gibi geliyor bana
Neutral;Buzdolabına koyarsanız yazın serinletici olarak kullanabilirsiniz başka bir etkisi faydası yok
Negative;İstediğim renkte telefon gönderselerdi 5 yıldızı hak etmiş olacaklardı En azından elimizde bu renk var gönderelim mi diye sorsalardı keşke Telefona acil ihtiyacım olduğu için hiç sevmediğim bir renkte telefon kullanmak zorunda kaldım
Positive;Bune hız arkadaş.. Sabah 9'da sipariş verdim, 10.30'da sipariş onaylandı 14.00'da cihaz elime geldi.. Türkiyede en ucuz fiyat buradaydı, en hızlı teslimat buradaydı, orjinal kutulu olarak cihazım geldi.. İlgililere teşekkürler
Positive;bu fiyata yalnızca yedekli turboyu alırken yanında jel de hediye. Gillette kalitesi kargo bedava fiyat uygun.
Negative;Resimde göründüğü gibi değil, üzerinde marka yazmadığı için bilemiyoruz aynı marka mı, sanki farklı bir yay geldi, tabi bu fiyata beklentileri yüksek tutmamak lazım, malzemenin çakma olma olasılığı yüksek, sipariş hemen geldi, sağlam paket yapılmış, hasarsız geldi. Teşekkür etmek isterdim ama içimden gelmiyor.
Negative;kalitesiz işe yaramaz. sakın almayın
Positive;Bring It On adındaki gençlik film serilerini çağrıştıran fakat filmde cheerleader dans grupları yerine hip hop dansçılarının yarıştığı hoş bir film İmdb puanı sizi yanıltmasın Eğlenceli bir yapım İmdbde bu kadar düşük puan alması kanımca amerikan kültüründe hemen hemen her gencin hip hop dansını yapması ve filmde ki figürlerin onlar için sıradan şeyler gibi gözükmesinden kaynaklanıyor Her ne kadar ülkemizde ki gençlerimizin özenip bu komik giyim tarzını eşofman veya kotpantalonların düşük bel giyimi benimsemelerine gülüp geçsemde filmi seyrederken sıkılmıyorsunuz
Negative;Yatak çok kötü plastik kokuyo pek kaliteli bişeye benzemiyoama kargosu gayet hızlı
Positive;Kızım için kış boyu kullandik yaklaşık 3 şişe. Faydasını gördüğümüzü düşünüyorum pek fazla hastalık yaşamadık. Fiyatı tekrar indirime girmeli bu kış tekrar kullanmak istiyorum.
Positive;Bunun için keratin dip bakım yağı ve hatta setleri var onlar oldukça etkili
Negative;10 6 6 Bir Illuminati yapımı film daha Konu fena değil ama dine ve Vatikana çok büyük saygısızlık var filmde Filmin başında çalan şarkı bizim ülkede bizim dinimiz ve bizim peygamberimiz için yazılmış olsa ertesi günü kan dökülür Sinematik açıdan ele alırsak 6 7 arası bir film ama inceden inceden empoze ve şartlandırmalar gizli filmde Hristiyanlara şu mesaj verilmeye çalışılmış Tanrı heran her yerdedir Tanrıyı aramak ya da Tanrıya yalvarmak için kilisede toplanıp papazlarla muhatap olmanıza ve aracı edinmenize gerek yoktur Vatikan düzanbazdır Kiliseye gitmeyin Daha bunun gibi bir sürü etik olmayan text ve sahneler var filmde Illuminati bu işi çok iyi yapıyor Yazık
